mpg,engine,horse,weight,accel,year,origin,cylinder,filter_.,mpg1
28.0,97.0,92.0,2288,17.0,72,3.0,4.0,1.0,28.44
28.0,98.0,80.0,2164,15.0,72,1.0,4.0,1.0,28.31
28.0,90.0,75.0,2125,14.5,74,1.0,4.0,1.0,27.91
28.0,107.0,86.0,2464,15.5,76,2.0,4.0,1.0,27.66
28.0,97.0,75.0,2155,16.4,76,3.0,4.0,1.0,28.61
28.0,151.0,90.0,2678,16.5,80,1.0,4.0,1.0,27.94
28.0,112.0,88.0,2605,19.6,82,1.0,4.0,1.0,27.22
28.0,120.0,79.0,2625,18.6,82,1.0,4.0,1.0,28.37
28.1,141.0,80.0,3230,20.4,81,2.0,4.0,1.0,26.98
28.4,151.0,90.0,2670,16.0,79,1.0,4.0,1.0,29.18
28.8,173.0,115.0,2595,11.3,79,1.0,6.0,1.0,30.35
29.0,68.0,49.0,1867,19.5,73,2.0,4.0,1.0,27.6
29.0,98.0,83.0,2219,16.5,74,2.0,4.0,1.0,28.95
29.0,97.0,75.0,2171,16.0,75,3.0,4.0,1.0,29.05
29.0,90.0,70.0,1937,14.0,75,2.0,4.0,1.0,29.81
29.0,85.0,52.0,2035,22.2,76,1.0,4.0,1.0,28.12
29.0,90.0,70.0,1937,14.2,76,2.0,4.0,1.0,29.54
29.0,97.0,78.0,1940,14.5,77,2.0,4.0,1.0,29.37
29.0,135.0,84.0,2525,16.0,82,1.0,4.0,1.0,28.08
29.5,97.0,71.0,1825,12.2,76,2.0,4.0,1.0,30.14
29.5,98.0,68.0,2135,16.6,78,3.0,4.0,1.0,30.2
29.8,134.0,90.0,2711,15.5,80,3.0,4.0,1.0,29.91
29.8,89.0,62.0,1845,15.3,80,2.0,4.0,1.0,30.95
29.9,98.0,65.0,2380,20.7,81,1.0,4.0,1.0,29.8
30.0,79.0,70.0,2074,19.5,71,2.0,4.0,1.0,29.71
30.0,88.0,76.0,2065,14.5,71,2.0,4.0,1.0,29.51
30.0,111.0,80.0,2155,14.8,77,1.0,4.0,1.0,29.31
30.0,97.0,67.0,1985,16.4,77,3.0,4.0,1.0,29.16
30.0,98.0,68.0,2155,16.5,78,1.0,4.0,1.0,29.98
30.0,146.0,67.0,3250,21.8,80,2.0,4.0,1.0,31.7
30.0,135.0,84.0,2385,12.9,81,1.0,4.0,1.0,32.17
30.5,98.0,63.0,2051,17.0,77,1.0,4.0,1.0,31.87
30.5,97.0,78.0,2190,14.1,77,2.0,4.0,1.0,30.49
30.7,145.0,76.0,3160,19.6,81,2.0,6.0,1.0,30.65
30.9,105.0,75.0,2230,14.5,78,1.0,4.0,1.0,32.27
31.0,71.0,65.0,1773,19.0,71,3.0,4.0,1.0,32.17
31.0,79.0,67.0,1950,19.0,74,3.0,4.0,1.0,33.09
31.0,76.0,52.0,1649,16.5,74,3.0,4.0,1.0,31.88
31.0,79.0,67.0,2000,16.0,74,2.0,4.0,1.0,31.41
31.0,112.0,85.0,2575,16.2,82,1.0,4.0,1.0,32.19
31.0,91.0,68.0,1970,17.6,82,3.0,4.0,1.0,31.85
31.0,119.0,82.0,2720,19.4,82,1.0,4.0,1.0,27.77
31.3,120.0,75.0,2542,17.5,80,3.0,4.0,1.0,31.25
31.5,98.0,68.0,2045,18.5,77,3.0,4.0,1.0,30.02
31.5,89.0,71.0,1990,14.9,78,2.0,4.0,1.0,30.38
31.6,120.0,74.0,2635,18.3,81,3.0,4.0,1.0,31.96
31.8,85.0,65.0,2020,19.2,79,3.0,4.0,1.0,29.99
31.9,89.0,71.0,1925,14.0,79,2.0,4.0,1.0,31.87
32.0,71.0,65.0,1836,21.0,74,3.0,4.0,1.0,32.66
32.0,83.0,61.0,2003,19.0,74,3.0,4.0,1.0,32.57
32.0,85.0,70.0,1990,17.0,76,3.0,4.0,1.0,32.2
32.0,91.0,67.0,1965,15.7,82,3.0,4.0,1.0,31.79
32.0,144.0,96.0,2665,13.9,82,3.0,4.0,1.0,31.91
32.0,135.0,84.0,2295,11.6,82,1.0,4.0,1.0,31.79
32.1,98.0,70.0,2120,15.5,80,1.0,4.0,1.0,31.04
32.2,108.0,75.0,2265,15.2,80,3.0,4.0,1.0,31.27
32.3,97.0,67.0,2065,17.8,81,3.0,4.0,1.0,31.73
32.4,107.0,72.0,2290,17.0,80,3.0,4.0,1.0,32.66
32.4,108.0,75.0,2350,16.8,81,3.0,4.0,1.0,32.8
32.7,168.0,132.0,2910,11.4,80,3.0,6.0,1.0,32.11
32.8,78.0,52.0,1985,19.4,78,3.0,4.0,1.0,31.59
32.9,119.0,100.0,2615,14.8,81,3.0,4.0,1.0,31.3
33.0,91.0,53.0,1795,17.5,75,3.0,4.0,1.0,31.39
33.0,91.0,53.0,1795,17.4,76,3.0,4.0,1.0,31.38
33.0,105.0,74.0,2190,14.2,81,2.0,4.0,1.0,31.63
33.5,85.0,70.0,1945,16.8,77,3.0,4.0,1.0,32.94
33.5,98.0,83.0,2075,15.9,77,1.0,4.0,1.0,33.56
33.5,151.0,90.0,2556,13.2,79,1.0,4.0,1.0,32.62
33.7,107.0,75.0,2210,14.4,81,3.0,4.0,1.0,32.19
33.8,97.0,67.0,2145,18.0,80,3.0,4.0,1.0,37.46
34.0,112.0,88.0,2395,18.0,82,1.0,4.0,1.0,34.57
34.0,108.0,70.0,2245,16.9,82,3.0,4.0,1.0,32.39
34.1,86.0,65.0,1975,15.2,79,3.0,4.0,1.0,35.62
34.1,91.0,68.0,1985,16.0,81,3.0,4.0,1.0,34.78
34.2,105.0,70.0,2200,13.2,79,1.0,4.0,1.0,34.07
34.3,97.0,78.0,2188,15.8,80,2.0,4.0,1.0,34.03
34.4,98.0,65.0,2045,16.2,81,1.0,4.0,1.0,33.78
34.5,105.0,70.0,2150,14.9,79,1.0,4.0,1.0,33.58
34.7,105.0,63.0,2215,14.9,81,1.0,4.0,1.0,34.64
35.0,72.0,69.0,1613,18.0,71,3.0,4.0,1.0,35.5
35.0,122.0,88.0,2500,15.1,80,2.0,4.0,1.0,35.52
35.1,81.0,60.0,1760,16.1,81,3.0,4.0,1.0,36.02
35.7,98.0,80.0,1915,14.4,79,1.0,4.0,1.0,36.69
36.0,79.0,58.0,1825,18.6,77,2.0,4.0,1.0,38.11
36.0,105.0,74.0,1980,15.3,82,2.0,4.0,1.0,33.65
36.0,98.0,70.0,2125,17.3,82,1.0,4.0,1.0,35.76
36.0,120.0,88.0,2160,14.5,82,3.0,4.0,1.0,35.94
36.0,107.0,75.0,2205,14.5,82,3.0,4.0,1.0,34.61
36.0,135.0,84.0,2370,13.0,82,1.0,4.0,1.0,37.07
36.1,98.0,66.0,1800,14.4,78,1.0,4.0,1.0,36.07
36.1,91.0,60.0,1800,16.4,78,3.0,4.0,1.0,36.63
37.0,119.0,92.0,2434,15.0,80,3.0,4.0,1.0,38.02
37.0,85.0,65.0,1975,19.4,81,3.0,4.0,1.0,36.86
37.0,91.0,68.0,2025,18.2,82,3.0,4.0,1.0,36.84
37.2,86.0,65.0,2019,16.4,80,3.0,4.0,1.0,36.09
37.3,91.0,69.0,2130,14.7,79,2.0,4.0,1.0,39.08
37.7,89.0,62.0,2050,17.3,81,3.0,4.0,1.0,36.11
38.0,105.0,63.0,2125,14.7,82,1.0,4.0,1.0,38.33
38.0,91.0,67.0,1965,15.0,82,3.0,4.0,1.0,38.9
38.0,91.0,67.0,1995,16.2,82,3.0,4.0,1.0,37.95
38.0,262.0,85.0,3015,17.0,82,1.0,6.0,1.0,38.02
38.1,89.0,60.0,1968,18.8,80,3.0,4.0,1.0,39.02
39.0,86.0,64.0,1875,16.4,81,1.0,4.0,1.0,38.86
39.1,79.0,58.0,1755,16.9,81,3.0,4.0,1.0,38.03
39.4,85.0,70.0,2070,18.6,78,3.0,4.0,1.0,39.49
